43704.367,-1
43704.368,-1
43704.369,-1
43704.370,-1
43704.372,-1
43704.373,-1
43704.374,-1
43704.375,-1
43704.377,-1
43704.378,-1
43704.379,-1
43704.380,-1
43704.382,-1
43704.383,-1
43704.384,-1
43704.385,-1
43704.387,-1
43704.388,-1
43704.389,-1
43704.390,-1
43704.392,-1
43704.393,-1
43704.394,-1
43704.395,-1
43704.397,-1
43704.398,-1
43704.399,-1
43704.400,-1
43704.402,-1
43704.403,-1
43704.404,-1
43704.405,-1
43704.407,-1
43704.408,-1
43704.409,-1
43704.410,-1
43704.412,-1
43704.413,-1
43704.414,-1
43704.415,-1
43704.417,-1
43704.418,-1
43704.419,-1
43704.420,-1
43704.422,-1
43704.423,-1
43704.424,-1
43704.425,-1
43704.427,-1
43704.428,-1
43704.429,-1
43704.430,-1
43704.432,-1
43704.433,-1
43704.434,-1
43704.435,-1
43704.437,-1
43704.438,-1
43704.439,-1
43704.440,-1
43704.442,-1
43704.443,-1
43704.444,-1
43704.445,-1
43704.447,-1
43704.448,-1
43704.449,-1
43704.450,-1
43704.452,-1
43704.453,-1
43704.454,-1
43704.455,-1
43704.457,-1
43704.458,-1
43704.459,-1
43704.460,-1
43704.462,-1
43704.463,-1
43704.464,-1
43704.465,-1
43704.467,-1
43704.468,-1
43704.469,-1
43704.470,-1
43704.472,-1
43704.473,-1
43704.474,-1
43704.475,-1
43704.477,-1
43704.478,-1
43704.479,-1
43704.480,-1
43704.482,-1
43704.483,-1
43704.484,-1
43704.485,-1
43704.487,-1
43704.488,-1
43704.489,-1
43704.490,-1
43704.492,-1
43704.493,-1
43704.494,-1
43704.495,-1
43704.497,-1
43704.498,-1
43704.499,-1
43704.500,-1
43704.502,-1
43704.503,-1
43704.504,-1
43704.505,-1
43704.507,-1
43704.508,-1
43704.509,-1
43704.510,-1
43704.512,-1
43704.513,-1
43704.514,-1
43704.515,-1
43704.517,-1
43704.518,-1
43704.519,-1
43704.520,-1
43704.522,-1
43704.523,-1
43704.524,-1
43704.525,-1
43704.527,-1
43704.528,-1
43704.529,-1
43704.530,-1
43704.532,-1
43704.533,-1
43704.534,-1
43704.535,-1
43704.537,-1
43704.538,-1
43704.539,-1
43704.540,-1
43704.542,-1
43704.543,-1
43704.544,-1
43704.545,-1
43704.547,-1
43704.548,-1
43704.549,-1
43704.550,-1
43704.552,-1
43704.553,-1
43704.554,-1
43704.555,-1
43704.557,-1
43704.558,-1
43704.559,-1
43704.560,-1
43704.562,-1
43704.563,-1
43704.564,-1
43704.565,-1
43704.567,-1
43704.568,-1
43704.569,-1
43704.570,-1
43704.572,-1
43704.573,-1
43704.574,-1
43704.575,-1
43704.577,-1
43704.578,-1
43704.579,-1
43704.580,-1
43704.582,-1
43704.583,-1
43704.584,-1
43704.585,-1
43704.587,-1
43704.588,-1
43704.589,-1
43704.590,-1
43704.592,-1
43704.593,-1
43704.594,-1
43704.595,-1
43704.597,-1
43704.598,-1
43704.599,-1
43704.600,-1
43704.602,-1
43704.603,-1
43704.604,-1
43704.605,-1
43704.607,-1
43704.608,-1
43704.609,-1
43704.610,-1
43704.612,-1
43704.613,-1
43704.614,-1
43704.615,-1
43704.617,-1
43704.618,-1
43704.619,-1
43704.620,-1
43704.622,-1
43704.623,-1
43704.624,-1
43704.625,-1
43704.627,-1
43704.628,-1
43704.629,-1
43704.630,-1
43704.632,-1
43704.633,-1
43704.634,-1
43704.635,-1
43704.637,-1
43704.638,-1
43704.639,-1
43704.640,-1
43704.642,-1
43704.643,-1
43704.644,-1
43704.645,-1
43704.647,-1
43704.648,-1
43704.649,-1
43704.650,-1
43704.652,-1
43704.653,-1
43704.654,-1
43704.655,-1
43704.657,-1
43704.658,-1
43704.659,-1
43704.660,-1
43704.662,-1
43704.663,-1
43704.664,-1
43704.665,-1
43704.667,-1
43704.668,-1
43704.669,-1
43704.670,-1
43704.672,-1
43704.673,-1
43704.674,-1
43704.675,-1
43704.677,-1
43704.678,-1
43704.679,-1
43704.680,-1
43704.682,-1
43704.683,-1
43704.684,-1
43704.685,-1
43704.687,-1
43704.688,-1
43704.689,-1
43704.690,-1
43704.692,-1
43704.693,-1
43704.694,-1
43704.695,-1
43704.697,-1
43704.698,-1
43704.699,-1
43704.700,-1
43704.702,-1
43704.703,-1
43704.704,-1
43704.705,-1
43704.707,-1
43704.708,-1
43704.709,-1
43704.710,-1
43704.712,-1
43704.713,-1
43704.714,-1
43704.715,-1
43704.717,-1
43704.718,-1
43704.719,-1
43704.720,-1
43704.722,-1
43704.723,-1
43704.724,-1
43704.725,-1
43704.727,-1
43704.728,-1
43704.729,-1
43704.730,-1
43704.732,-1
43704.733,-1
43704.734,-1
43704.735,-1
43704.737,-1
43704.738,-1
43704.739,-1
43704.740,-1
43704.742,-1
43704.743,-1
43704.744,-1
43704.745,-1
43704.747,-1
43704.748,-1
43704.749,-1
43704.750,-1
43704.752,-1
43704.753,-1
43704.754,-1
43704.755,-1
43704.757,-1
43704.758,-1
43704.759,-1
43704.760,-1
43704.762,-1
43704.763,-1
43704.764,-1
43704.765,-1
43704.767,-1
43704.768,-1
43704.769,-1
43704.770,-1
43704.772,-1
43704.773,-1
43704.774,-1
43704.775,-1
43704.777,-1
43704.778,-1
43704.779,-1
43704.780,-1
43704.782,-1
43704.783,-1
43704.784,-1
43704.785,-1
43704.787,-1
43704.788,-1
43704.789,-1
43704.790,-1
43704.792,-1
43704.793,-1
43704.794,-1
43704.795,-1
43704.797,-1
43704.798,-1
43704.799,-1
43704.800,-1
43704.802,-1
43704.803,-1
43704.804,-1
43704.805,-1
43704.807,-1
43704.808,-1
43704.809,-1
43704.810,-1
43704.812,-1
43704.813,-1
43704.814,-1
43704.815,-1
43704.817,-1
43704.818,-1
43704.819,-1
43704.820,-1
43704.822,-1
43704.823,-1
43704.824,-1
43704.825,-1
43704.827,-1
43704.828,-1
43704.829,-1
43704.830,-1
43704.832,-1
43704.833,-1
43704.834,-1
43704.835,-1
43704.837,-1
43704.838,-1
43704.839,-1
43704.840,-1
43704.842,-1
43704.843,-1
43704.844,-1
43704.845,-1
43704.847,-1
43704.848,-1
43704.849,-1
43704.850,-1
43704.852,-1
43704.853,-1
43704.854,-1
43704.855,-1
43704.857,-1
43704.858,-1
43704.859,-1
43704.860,-1
43704.862,-1
43704.863,-1
43704.864,-1
43704.865,-1
43704.867,-1
43704.868,-1
43704.869,-1
43704.870,-1
43704.872,-1
43704.873,-1
43704.874,-1
43704.875,-1
43704.877,-1
43704.878,-1
43704.879,-1
43704.880,-1
43704.882,-1
43704.883,-1
43704.884,-1
43704.885,-1
43704.887,-1
43704.888,-1
43704.889,-1
43704.890,-1
43704.892,-1
43704.893,-1
43704.894,-1
43704.895,-1
43704.897,-1
43704.898,-1
43704.899,-1
43704.900,-1
43704.902,-1
43704.903,-1
43704.904,-1
43704.905,-1
43704.907,-1
43704.908,-1
43704.909,-1
43704.910,-1
43704.912,-1
43704.913,-1
43704.914,-1
43704.915,-1
43704.917,-1
43704.918,-1
43704.919,-1
43704.920,-1
43704.922,-1
43704.923,-1
43704.924,-1
43704.925,-1
43704.927,-1
43704.928,-1
43704.929,-1
43704.930,-1
43704.932,-1
43704.933,-1
43704.934,-1
43704.935,-1
43704.937,-1
43704.938,-1
43704.939,-1
43704.940,-1
43704.942,-1
43704.943,-1
43704.944,-1
43704.945,-1
43704.947,-1
43704.948,-1
43704.949,-1
43704.950,-1
43704.952,-1
43704.953,-1
43704.954,-1
43704.955,-1
43704.957,-1
43704.958,-1
43704.959,-1
43704.960,-1
43704.962,-1
43704.963,-1
43704.964,-1
43704.965,-1
43704.967,-1
43704.968,-1
43704.969,-1
43704.970,-1
43704.972,-1
43704.973,-1
43704.974,-1
43704.975,-1
43704.977,-1
43704.978,-1
43704.979,-1
43704.980,-1
43704.982,-1
43704.983,-1
43704.984,-1
43704.985,-1
43704.987,-1
43704.988,-1
43704.989,-1
43704.990,-1
43704.992,-1
43704.993,-1
43704.994,-1
43704.995,-1
43704.997,-1
43704.998,-1
43704.999,-1
43705.000,-1
43705.002,-1
43705.003,-1
43705.004,-1
43705.005,-1
43705.007,-1
43705.008,-1
43705.009,-1
43705.010,-1
43705.012,-1
43705.013,-1
43705.014,-1
43705.015,-1
43705.017,-1
43705.018,-1
43705.019,-1
43705.020,-1
43705.022,-1
43705.023,-1
43705.024,-1
43705.025,-1
43705.027,-1
43705.028,-1
43705.029,-1
43705.030,-1
43705.032,-1
43705.033,-1
43705.034,-1
43705.035,-1
43705.037,-1
43705.038,-1
43705.039,-1
43705.040,-1
43705.042,-1
43705.043,-1
43705.044,-1
43705.045,-1
43705.047,-1
43705.048,-1
43705.049,-1
43705.050,-1
43705.052,-1
43705.053,-1
43705.054,-1
43705.055,-1
43705.057,-1
43705.058,-1
43705.059,-1
43705.060,-1
43705.062,-1
43705.063,-1
43705.064,-1
43705.065,-1
43705.067,-1
43705.068,-1
43705.069,-1
43705.070,-1
43705.072,-1
43705.073,-1
43705.074,-1
43705.075,-1
43705.077,-1
43705.078,-1
43705.079,-1
43705.080,-1
43705.082,-1
43705.083,-1
43705.084,-1
43705.085,-1
43705.087,-1
43705.088,-1
43705.089,-1
43705.090,-1
43705.092,-1
43705.093,-1
43705.094,-1
43705.095,-1
43705.097,-1
43705.098,-1
43705.099,-1
43705.100,-1
43705.102,-1
43705.103,-1
43705.104,-1
43705.105,-1
43705.107,-1
43705.108,-1
43705.109,-1
43705.110,-1
43705.112,-1
43705.113,-1
43705.114,-1
43705.115,-1
43705.117,-1
43705.118,-1
43705.119,-1
43705.120,-1
43705.122,-1
43705.123,-1
43705.124,-1
43705.125,-1
43705.127,-1
43705.128,-1
43705.129,-1
43705.130,-1
43705.132,-1
43705.133,-1
43705.134,-1
43705.135,-1
43705.137,-1
43705.138,-1
43705.139,-1
43705.140,-1
43705.142,-1
43705.143,-1
43705.144,-1
43705.145,-1
43705.147,-1
43705.148,-1
43705.149,-1
43705.150,-1
43705.152,-1
43705.153,-1
43705.154,-1
43705.155,-1
43705.157,-1
43705.158,-1
43705.159,-1
43705.160,-1
43705.162,-1
43705.163,-1
43705.164,-1
43705.165,-1
43705.167,-1
43705.168,-1
43705.169,-1
43705.170,-1
43705.172,-1
43705.173,-1
43705.174,-1
43705.175,-1
43705.177,-1
43705.178,-1
43705.179,-1
43705.180,-1
43705.182,-1
43705.183,-1
43705.184,-1
43705.185,-1
43705.187,-1
43705.188,-1
43705.189,-1
43705.190,-1
43705.192,-1
43705.193,-1
43705.194,-1
43705.195,-1
43705.197,-1
43705.198,-1
43705.199,-1
43705.200,-1
