0.00,-0.775303,-0.275967,181.339691
0.01,-1.521007,-0.490062,182.609848
0.02,-2.215364,-0.740054,183.827271
0.03,-2.789549,-1.226663,185.011475
0.04,-3.340361,-1.727362,186.172440
0.05,-3.874346,-2.226187,187.321655
0.06,-4.479326,-2.495962,188.467407
0.07,-5.055955,-2.730451,189.625290
0.08,-5.601460,-2.905956,190.801422
0.09,-6.035948,-3.217284,191.991562
0.10,-6.523442,-3.228841,193.209991
0.11,-6.961166,-3.147479,194.461914
0.12,-7.339423,-2.980802,195.739334
0.13,-7.643002,-2.725733,197.049744
0.14,-7.810524,-2.587104,198.393341
0.15,-7.883888,-2.333652,199.805908
0.16,-7.872235,-1.739529,201.273773
0.17,-7.740209,-1.035258,202.813049
0.18,-7.500485,-0.449854,204.402893
0.19,-7.124167,0.430696,206.070618
0.20,-6.690541,1.118394,207.787613
0.21,-6.077314,2.035848,209.525208
0.22,-5.474553,2.756925,211.287018
0.23,-4.641675,3.658106,213.082306
0.24,-3.705745,4.515428,214.915863
0.25,-2.676311,5.309789,216.777054
0.26,-1.563765,6.025272,218.659317
0.27,-0.605442,6.740607,220.532135
0.28,0.611122,7.265076,222.428192
0.29,1.850354,7.658017,224.293030
0.30,3.088395,7.884309,226.085876
0.31,4.277635,7.899414,227.789734
0.32,5.363160,7.662629,229.395355
0.33,6.277661,7.396461,230.903931
0.34,7.063210,6.670900,232.328964
0.35,7.671870,5.748216,233.675186
0.36,8.153556,4.887373,234.959213
0.37,8.400530,3.689359,236.190918
0.38,8.474266,2.395366,237.384552
0.39,8.523835,1.232446,238.546097
0.40,8.453069,0.020943,239.651367
0.41,8.066735,-1.364895,240.728119
0.42,7.751281,-2.641032,241.770630
0.43,7.323893,-3.898432,242.776749
0.44,6.779623,-5.110139,243.766891
0.45,5.896772,-6.216776,244.771545
0.46,4.912541,-7.149699,245.799789
0.47,4.062827,-7.975639,246.854370
0.48,3.149673,-8.604076,247.981674
0.49,2.018624,-8.891313,249.230362
0.50,1.065374,-9.110451,250.560974
0.51,-0.018721,-8.963361,252.031815
0.52,-0.911353,-8.807862,253.586761
0.53,-1.844554,-8.283879,255.261993
0.54,-2.575262,-7.800799,257.020782
0.55,-3.195092,-7.173120,258.876373
0.56,-3.717110,-6.183727,260.821503
0.57,-4.044713,-5.072416,262.847626
0.58,-4.158198,-3.864331,264.943390
0.59,-4.041528,-2.615967,267.074127
0.60,-3.693973,-1.371114,269.215210
0.61,-3.243149,-0.385559,271.331909
0.62,-2.662241,0.511688,273.390015
0.63,-2.002484,1.289706,275.373444
0.64,-1.310969,1.939149,277.286865
0.65,-0.396790,2.391627,279.152710
0.66,0.445037,2.602887,280.968628
0.67,1.093004,2.821393,282.738495
0.68,1.676639,2.880795,284.476868
0.69,2.152895,2.583331,286.177734
0.70,2.577913,2.407670,287.844299
0.71,2.819227,1.947936,289.469299
0.72,2.945029,1.453997,291.058319
0.73,2.958754,0.959026,292.622406
0.74,2.875841,0.485372,294.167908
0.75,2.922018,0.163614,295.703796
0.76,2.927464,-0.130483,297.239227
0.77,2.690260,-0.431621,298.791534
0.78,2.457417,-0.664422,300.369141
0.79,2.487952,-0.834623,301.979980
0.81,2.327569,-0.946817,303.623047
0.82,2.210289,-0.998969,305.288757
0.83,2.125571,-1.015551,306.981476
0.84,2.067513,-1.000979,308.685608
0.85,2.252387,-1.007618,310.401672
0.86,2.446462,-1.001115,312.134888
0.87,2.426898,-0.941709,313.889282
0.88,2.645359,-0.876296,315.660583
0.89,2.875077,-0.772750,317.452637
0.90,2.879886,-0.631265,319.267883
0.91,3.103905,-0.437767,321.095032
0.92,3.296477,-0.194580,322.933838
0.93,3.215507,0.055112,324.777161
0.94,3.068861,0.355867,326.622833
0.95,2.854356,0.703375,328.464905
0.96,2.577967,1.081514,330.294006
0.97,2.403619,1.650071,332.115723
0.98,2.048900,2.046097,333.923096
0.99,1.680841,2.446223,335.712433
1.00,1.321371,2.847527,337.471466
1.01,0.957570,3.472503,339.207031
1.02,0.646720,3.861075,340.916260
1.03,0.364282,4.225403,342.580139
1.04,0.030547,4.756467,344.177612
1.05,-0.162658,5.004443,345.708160
1.06,-0.403573,5.333236,347.113251
1.07,-0.596694,5.505385,348.406250
1.08,-0.745357,5.495192,349.584534
1.09,-0.728082,5.088497,350.668335
1.10,-0.644051,4.457605,351.503540
1.11,-0.625773,3.806706,352.031799
1.12,-0.416896,2.845031,352.439667
1.13,-0.159521,1.787982,352.744812
1.14,-0.013002,0.848444,352.968628
1.15,0.153328,-0.161453,353.154541
1.16,0.529253,-1.179983,353.303680
1.17,0.815905,-2.191537,353.433044
1.18,1.199939,-3.424530,353.542419
1.19,1.500071,-4.436949,353.680511
1.20,1.920655,-5.597157,353.870697
1.21,2.214705,-6.500295,354.184387
1.22,2.470160,-7.282079,354.675323
1.23,2.798972,-8.097750,355.266815
1.24,3.086435,-8.653347,355.708679
1.25,3.285072,-8.984526,356.271210
1.26,3.287128,-8.898149,356.898010
1.27,3.336545,-8.786094,357.591492
1.28,3.172824,-8.307613,358.369812
1.29,3.068648,-7.865777,359.170685
1.30,2.904607,-7.302918,359.997803
1.31,2.684294,-6.637972,0.861053
1.32,2.413302,-5.887971,1.748901
1.33,2.095942,-5.072239,2.651703
1.34,1.622263,-4.020875,3.571182
1.35,1.254577,-3.148413,4.472733
1.36,0.783835,-2.089313,5.347046
1.37,0.431884,-1.295060,6.146332
1.38,0.085564,-0.600865,6.839355
1.39,-0.286404,-0.015899,7.389740
1.40,-0.645982,0.472269,7.767807
1.41,-0.728672,0.796948,7.984406
1.42,-0.777153,0.963054,8.066986
1.43,-1.018852,1.079913,8.003983
1.44,-1.020313,1.010297,7.875381
1.45,-1.215709,0.910860,7.645126
1.46,-1.159667,0.663286,7.332245
1.47,-1.292548,0.351731,6.927551
1.48,-1.381303,-0.076258,6.433044
1.49,-1.417109,-0.614415,5.855927
1.50,-1.179384,-1.140045,5.216522
1.51,-1.065436,-1.828601,4.546768
1.52,-0.738013,-2.325625,3.883163
1.53,-0.450808,-2.959479,3.265366
1.54,-0.099681,-3.478455,2.732849
1.55,0.299927,-3.833369,2.305634
1.56,0.728393,-4.011202,1.993378
1.57,1.170974,-4.019477,1.793793
1.58,1.614044,-3.883682,1.682663
1.59,2.061934,-3.624441,1.649368
1.60,2.530599,-3.270036,1.687439
1.61,2.875039,-2.666683,1.798065
1.62,3.237067,-2.021627,1.966248
1.63,3.839581,-1.446934,2.175385
1.64,4.274004,-0.801107,2.417801
1.65,4.995022,-0.157592,2.652817
1.66,5.765707,0.463905,2.852615
1.67,6.366330,0.919314,2.968903
1.68,7.196269,1.358488,2.967926
1.69,8.031451,1.661798,2.832733
1.70,8.657619,1.707894,2.555115
1.71,9.447849,1.757980,2.173019
1.72,10.007174,1.606959,1.694550
1.73,10.728274,1.509446,1.145370
1.74,11.206285,1.254553,0.524780
1.75,11.637017,0.954871,359.840546
1.76,12.007776,0.612594,359.100586
1.77,12.526357,0.329940,358.317261
1.78,12.977342,0.040006,357.500671
1.79,13.349880,-0.249212,356.657806
1.80,13.414109,-0.597517,355.800049
1.81,13.355833,-0.923896,354.930542
1.82,13.145687,-1.215798,354.064484
1.83,13.002577,-1.406429,353.190063
1.84,12.696867,-1.549973,352.322144
1.85,12.241400,-1.639669,351.456726
1.86,11.426161,-1.719363,350.593262
1.87,10.708800,-1.717738,349.728424
1.88,9.651486,-1.714756,348.868286
1.89,8.506957,-1.684203,348.011383
1.90,7.281923,-1.641204,347.155762
1.91,6.214138,-1.583146,346.295105
1.92,5.096588,-1.539368,345.433716
1.93,3.711324,-1.512671,344.578186
1.94,2.538431,-1.510903,343.731384
1.95,1.169893,-1.453880,342.911926
1.96,0.042120,-1.519454,342.123627
1.97,-1.051447,-1.597115,341.392395
1.98,-2.044893,-1.647823,340.720215
1.99,-2.734293,-1.503440,340.079193
2.00,-3.208645,-1.386795,339.450012
2.01,-3.649296,-1.447586,338.831940
2.02,-3.912044,-1.524705,338.222778
2.03,-4.023817,-1.608065,337.604156
2.04,-3.823124,-1.549171,337.016968
2.05,-3.495752,-1.489797,336.455200
2.06,-3.040526,-1.424594,335.916870
2.07,-2.631818,-1.509673,335.398193
2.08,-1.938257,-1.427646,334.892517
2.09,-1.279087,-1.503905,334.420044
2.10,-0.380892,-1.363186,333.979645
2.11,0.579483,-1.168260,333.590485
2.12,1.554041,-0.917567,333.265442
2.13,2.513033,-0.644535,333.003754
2.14,3.705393,-0.371258,332.801392
2.15,4.893403,0.001489,332.656250
2.16,6.046066,0.457360,332.551819
2.17,7.133717,0.991695,332.480347
2.18,7.924348,1.484656,332.427368
2.19,8.609129,2.006760,332.388123
2.20,9.385542,2.668439,332.355896
2.21,10.059205,3.336435,332.330109
2.22,10.460092,3.862036,332.271057
2.23,10.771365,4.360463,332.196899
2.24,10.989719,4.825745,332.111969
2.25,11.287861,5.407525,332.011597
2.26,11.512736,5.944891,331.871460
2.27,11.526886,6.255937,331.653870
2.28,11.491973,6.487995,331.364655
2.29,11.558702,6.791620,330.993683
2.30,11.451380,6.804912,330.484314
2.31,11.321344,6.714262,329.845032
2.32,11.167422,6.528365,329.115356
2.33,10.985641,6.277468,328.308014
2.34,10.917417,6.156295,327.462250
2.35,10.689490,5.829190,326.559204
2.36,10.454236,5.482504,325.624329
2.37,10.213215,5.122469,324.688538
2.38,9.964447,4.760637,323.751343
2.39,9.858534,4.575723,322.806458
2.40,9.590786,4.233693,321.868225
2.41,9.306140,3.922036,320.944580
2.42,9.137223,3.822452,320.048035
2.42,8.741699,3.621135,319.154114
2.43,8.264783,3.489263,318.276611
2.44,7.856479,3.598593,317.429535
2.45,7.357035,3.807727,316.624573
2.46,6.621593,3.954541,315.844299
2.47,5.949741,4.381440,315.108826
2.48,5.215717,4.897962,314.404724
2.49,4.347249,5.276556,313.732605
2.50,3.479259,5.705067,313.091003
2.51,2.650110,6.396786,312.479004
2.52,1.810994,7.125052,311.894592
2.53,1.035794,7.655619,311.339111
2.54,0.336501,8.197080,310.794434
2.55,-0.356409,8.923613,310.211334
2.56,-0.950287,9.576056,309.559967
2.57,-1.305871,9.934966,308.833740
2.58,-1.616862,10.401196,308.084229
2.59,-1.622984,10.582285,307.292267
2.60,-1.599917,10.848898,306.241394
2.61,-1.439627,11.043877,305.098053
2.62,-1.171391,11.177813,303.865143
2.63,-0.811777,11.267424,302.561249
2.64,-0.383421,11.325290,301.195496
2.65,0.108910,11.354895,299.767853
2.66,0.744778,11.149950,298.294220
2.67,1.335953,11.133547,296.741455
2.68,1.973065,11.095006,295.128479
2.69,2.662712,11.035200,293.449005
2.70,3.453347,10.733382,291.705017
2.71,4.243273,10.635198,289.881775
2.72,5.072014,10.292664,287.985748
2.73,5.870889,10.152753,286.016113
2.74,6.610992,9.977398,283.982422
2.75,7.254724,9.764203,281.861237
2.76,7.764516,9.526494,279.676880
2.77,8.079993,9.033046,277.448486
2.78,8.245886,8.505687,275.230042
2.79,8.268131,7.935836,273.013977
2.80,8.231781,7.539471,270.867340
2.81,8.074533,7.109329,268.727173
2.82,7.746834,6.426929,266.574066
2.83,7.396760,5.937819,264.415588
2.84,6.966736,5.431610,262.241638
2.85,6.405533,4.687323,260.044006
2.86,5.799928,3.924248,257.831207
2.87,5.234925,3.373622,255.613510
2.88,4.636054,2.852754,253.411728
2.89,3.923182,2.191328,251.269379
2.90,3.191793,1.660974,249.054840
2.91,2.439772,1.316441,246.874023
2.92,1.665765,1.140478,244.797791
2.93,0.927463,1.338347,242.803650
2.94,0.146211,1.660832,240.844223
2.95,-0.663842,1.849664,238.938141
2.96,-1.458223,2.117120,237.074188
2.97,-2.331760,2.652074,235.255066
2.98,-3.231096,3.223775,233.473145
2.99,-3.977989,3.673097,231.735901
3.00,-4.705881,4.180347,230.037430
3.01,-5.409771,4.744454,228.379395
3.02,-6.074765,5.357769,226.754639
3.03,-6.915161,6.053060,225.112228
3.04,-7.716970,6.676028,223.425705
3.05,-8.257004,7.125445,221.689560
3.06,-8.967477,7.486554,219.853851
3.07,-9.385937,7.655067,218.036682
3.08,-9.946037,7.648835,215.988861
3.09,-10.431020,7.428641,213.764496
3.10,-10.837900,7.016857,211.429840
3.11,-10.920482,6.455988,209.030945
3.12,-11.130816,5.771519,206.523331
3.13,-11.009359,5.017941,203.969162
3.14,-10.993696,4.162813,201.327454
3.15,-10.622970,3.310735,198.648727
3.16,-10.330057,2.407503,195.909470
3.17,-9.885247,1.518102,193.133209
3.18,-9.069245,0.733275,190.321167
3.19,-8.330604,-0.045580,187.474747
3.20,-7.470231,-0.716330,184.614899
3.21,-6.525237,-1.234587,181.760742
3.22,-5.308336,-1.568628,178.832321
3.23,-4.332759,-1.690709,175.790573
3.24,-3.267709,-1.643340,172.826340
3.25,-2.605206,-1.294847,170.000931
3.26,-1.935930,-0.901801,167.170197
3.27,-1.465854,-0.407751,164.358871
3.28,-1.184835,0.154731,161.570786
3.29,-1.293168,0.841445,158.787964
3.30,-1.363853,1.446959,156.019974
3.31,-1.591993,2.036628,153.265305
3.32,-2.194570,2.608470,150.505478
3.33,-2.699772,3.055134,147.755203
3.34,-3.313188,3.387494,144.997726
3.35,-4.003949,3.577389,142.219955
3.36,-4.957645,3.519619,139.373718
3.37,-5.679265,3.297590,136.443634
3.38,-6.521055,2.712075,133.365982
3.39,-7.017921,1.978336,130.133270
3.40,-7.313631,1.038886,126.796150
3.41,-7.369174,-0.032049,123.418381
3.42,-7.279120,-1.371540,119.999680
3.43,-6.842168,-2.759954,116.331940
3.44,-6.035928,-3.896435,112.639458
3.45,-4.966782,-4.918564,108.925667
3.46,-3.810299,-5.768969,105.222939
3.47,-2.478317,-6.405552,101.543808
3.48,-1.052977,-6.804011,97.912086
3.49,0.400325,-6.951000,94.337662
3.50,1.949729,-7.043096,90.784225
3.51,3.466538,-6.874838,87.172562
3.52,4.862995,-6.480643,83.563080
3.53,6.045190,-5.924565,80.125771
3.54,6.817109,-5.122949,76.754593
3.55,7.335734,-4.284686,73.401703
3.56,7.595738,-3.459420,70.058540
3.57,7.825930,-2.780150,66.726402
3.58,7.635838,-2.095007,63.417740
3.59,7.479156,-1.566395,60.101273
3.60,7.167683,-1.134411,56.781898
3.61,6.494661,-0.795557,53.460388
3.62,5.935477,-0.618139,50.125214
3.63,5.061153,-0.598664,46.772446
3.64,4.128904,-0.763039,43.391632
3.65,3.164119,-1.109335,39.980621
3.66,2.215445,-1.617806,36.547974
3.67,1.558366,-2.187361,33.115128
3.68,0.958186,-2.782320,29.728149
3.69,0.447485,-3.337534,26.427979
3.70,0.038711,-3.802375,23.248367
3.71,-0.324803,-4.140573,20.167923
3.72,-0.697970,-4.111676,17.386902
3.73,-1.176791,-4.056401,14.786667
3.74,-1.439759,-3.796251,12.319519
3.75,-1.695449,-3.438069,9.935562
3.76,-1.972120,-3.003617,7.663879
3.77,-2.268824,-2.508024,5.477921
3.78,-2.594712,-1.964367,3.358826
3.79,-3.095899,-1.216871,1.281677
3.80,-3.614369,-0.454512,359.261902
3.81,-4.014869,0.116684,357.260559
3.82,-4.410980,0.675500,355.267883
3.83,-4.783645,1.207502,353.277527
3.84,-5.210560,1.896466,351.273193
3.85,-5.423725,2.331532,349.246643
3.86,-5.504294,2.718671,347.312531
3.87,-5.447643,3.032509,345.501312
3.88,-5.314760,3.430276,343.413818
3.89,-4.965277,3.467473,340.951050
3.90,-4.605216,3.632366,338.332703
3.91,-4.177907,3.724599,335.602142
3.92,-3.693789,3.754323,332.755768
3.93,-3.094858,3.515290,329.804932
3.94,-2.450673,3.234257,326.753418
3.95,-1.803693,3.148619,323.607208
3.96,-1.103093,3.052284,320.375519
3.97,-0.322500,2.750305,317.078979
3.98,0.531798,2.726491,313.743652
3.99,1.401130,2.543395,310.370575
4.00,2.280972,2.436509,306.974060
