,GSE Day,GSE Time,TLM frame counter,"Pc,rde","Pc,pde","a_x,ci","a_y,ci","a_z,ci","omg_x,ci","omg_y,ci","omg_z,ci",DES loop counter
4,295,53085.674,33364,0.0930938720703125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,20885
5,295,53085.674999999996,33365,,0.09877777099609375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,20886
6,295,53085.676,33366,0.084625244140625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,20887
7,295,53085.676,33367,,0.09557342529296875,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,20888
0,295,53085.676999999996,33368,0.10129547119140625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,20889
1,295,53085.678,33369,,0.09152984619140625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,20890
2,295,53085.678,33370,0.102325439453125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,20891
3,295,53085.679,33371,,0.08412933349609375,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,20892
4,295,53085.679,33372,0.095611572265625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,20893
5,295,53085.68,33373,,0.09748077392578125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,20894
6,295,53085.681,33374,0.094085693359375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,20895
7,295,53085.681,33375,,0.09969329833984375,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,20896
0,295,53085.682,33376,0.09210205078125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,20897
1,295,53085.683,33377,,0.09641265869140625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,20898
2,295,53085.683,33378,0.09473419189453125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,20899
3,295,53085.684,33379,,0.09206390380859375,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,20900
4,295,53085.684,33380,0.10106658935546875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,20901
5,295,53085.685,33381,,0.08985137939453125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,20902
6,295,53085.686,33382,0.09923553466796875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,20903
7,295,53085.686,33383,,0.0915679931640625,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,20904
0,295,53085.687,33384,0.0915679931640625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,20905
1,295,53085.688,33385,,0.100799560546875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,20906
2,295,53085.688,33386,0.09393310546875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,20907
3,295,53085.689,33387,,0.09847259521484375,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,20908
4,295,53085.689,33388,0.085845947265625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,20909
5,295,53085.689999999995,33389,,0.09458160400390625,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,20910
6,295,53085.69099999999,33390,0.10243988037109375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,20911
7,295,53085.69099999999,33391,,0.09168243408203125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,20912
0,295,53085.691999999995,33392,0.10205841064453125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,20913
1,295,53085.69299999999,33393,,0.085845947265625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,20914
2,295,53085.69299999999,33394,0.09793853759765625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,20915
3,295,53085.693999999996,33395,,0.09885406494140625,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,20916
4,295,53085.693999999996,33396,0.09458160400390625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,20917
5,295,53085.69499999999,33397,,0.1002655029296875,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,20918
6,295,53085.695999999996,33398,0.0863800048828125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,20919
7,295,53085.695999999996,33399,,0.0982818603515625,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,20920
0,295,53085.69699999999,33400,0.09694671630859375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,20921
1,295,53085.698,33401,,0.0932464599609375,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,20922
2,295,53085.698,33402,0.10068511962890625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,20923
3,295,53085.69899999999,33403,,0.08802032470703125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,20924
4,295,53085.69899999999,33404,0.099273681640625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,20925
5,295,53085.7,33405,,0.0924835205078125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,20926
6,295,53085.700999999994,33406,0.09137725830078125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,20927
7,295,53085.700999999994,33407,,0.10022735595703125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,20928
0,295,53085.706999999995,33416,0.09587860107421875,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,20937
1,295,53085.708,33417,,0.09976959228515625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,20938
2,295,53085.708,33418,0.09435272216796875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,20939
3,295,53085.708999999995,33419,,0.100341796875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,20940
4,295,53085.708999999995,33420,0.08351898193359375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,20941
5,295,53085.71,33421,,0.0970611572265625,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,20942
6,295,53085.710999999996,33422,0.09748077392578125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,20943
7,295,53085.710999999996,33423,,0.09351348876953125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,20944
0,295,53085.712,33424,0.1017913818359375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,20945
1,295,53085.712999999996,33425,,0.0897369384765625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,20946
2,295,53085.712999999996,33426,0.09862518310546875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,20947
3,295,53085.714,33427,,0.0953826904296875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,20948
4,295,53085.714,33428,0.09027099609375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,20949
5,295,53085.715,33429,,0.1016387939453125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,20950
6,295,53085.716,33430,0.0917205810546875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,20951
7,295,53085.716,33431,,0.095916748046875,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,20952
0,295,53085.717,33432,0.0915679931640625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,20953
1,295,53085.718,33433,,0.09332275390625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,20954
2,295,53085.718,33434,0.1013336181640625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,20955
3,295,53085.719,33435,,0.090576171875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,20956
4,295,53085.719,33436,0.10129547119140625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,20957
5,295,53085.719999999994,33437,,0.08649444580078125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,20958
6,295,53085.72099999999,33438,0.098052978515625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,20959
7,295,53085.72099999999,33439,,0.10053253173828125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,20960
0,295,53085.721999999994,33440,0.09358978271484375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,20961
1,295,53085.72299999999,33441,,0.0985107421875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,20962
2,295,53085.72299999999,33442,0.0869140625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,20963
3,295,53085.723999999995,33443,,0.09671783447265625,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,20964
4,295,53085.723999999995,33444,0.1008758544921875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,20965
5,295,53085.72499999999,33445,,0.09038543701171875,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,20966
6,295,53085.725999999995,33446,0.10083770751953125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,20967
7,295,53085.725999999995,33447,,0.08908843994140625,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,20968
0,295,53085.72699999999,33448,0.09542083740234375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,20969
1,295,53085.727999999996,33449,,0.09641265869140625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,20970
2,295,53085.727999999996,33450,0.09297943115234375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,20971
3,295,53085.72899999999,33451,,0.09816741943359375,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,20972
4,295,53085.72899999999,33452,0.0903472900390625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,20973
5,295,53085.729999999996,33453,,0.0969085693359375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,20974
6,295,53085.73099999999,33454,0.09297943115234375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,20975
7,295,53085.73099999999,33455,,0.09252166748046875,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,20976
0,295,53085.731999999996,33456,0.10221099853515625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,20977
1,295,53085.73299999999,33457,,0.09175872802734375,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,20978
2,295,53085.73299999999,33458,0.0981292724609375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,20979
3,295,53085.734,33459,,0.0880584716796875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,20980
4,295,53085.734,33460,0.095916748046875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,20981
5,295,53085.73499999999,33461,,0.10091400146484375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,20982
6,295,53085.736,33462,0.09244537353515625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,20983
7,295,53085.736,33463,,0.09961700439453125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,20984
0,295,53085.736999999994,33464,0.08718109130859375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,20985
1,295,53085.738,33465,,0.09397125244140625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,20986
2,295,53085.738,33466,0.09999847412109375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,20987
3,295,53085.738999999994,33467,,0.09210205078125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,20988
4,295,53085.738999999994,33468,0.10114288330078125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,20989
5,295,53085.74,33469,,0.08939361572265625,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,20990
6,295,53085.740999999995,33470,0.09267425537109375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,20991
7,295,53085.740999999995,33471,,0.0972137451171875,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,20992
0,295,53085.742,33472,0.0953826904296875,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,20993
1,295,53085.742999999995,33473,,0.09912109375,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,20994
2,295,53085.742999999995,33474,0.0868377685546875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,20995
3,295,53085.744,33475,,0.09969329833984375,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,20996
4,295,53085.744,33476,0.09366607666015625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,20997
5,295,53085.744999999995,33477,,0.0926361083984375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,20998
6,295,53085.746,33478,0.100341796875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,20999
7,295,53085.746,33479,,0.0851593017578125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21000
0,295,53085.746999999996,33480,0.09976959228515625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21001
1,295,53085.748,33481,,0.09198760986328125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21002
2,295,53085.748,33482,0.09488677978515625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21003
3,295,53085.748999999996,33483,,0.1028594970703125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21004
4,295,53085.748999999996,33484,0.09175872802734375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21005
5,295,53085.75,33485,,0.09748077392578125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21006
6,295,53085.751,33486,0.08817291259765625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21007
7,295,53085.751,33487,,0.09244537353515625,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21008
0,295,53085.752,33488,0.10213470458984375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21009
1,295,53085.753,33489,,0.09275054931640625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21010
2,295,53085.753,33490,0.10064697265625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21011
3,295,53085.754,33491,,0.08573150634765625,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21012
4,295,53085.754,33492,0.0961456298828125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21013
5,295,53085.755,33493,,0.0985870361328125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21014
6,295,53085.756,33494,0.09557342529296875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21015
7,295,53085.756,33495,,0.09923553466796875,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21016
0,295,53085.757,33496,0.0863037109375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21017
1,295,53085.758,33497,,0.098052978515625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21018
2,295,53085.758,33498,0.0959930419921875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21019
3,295,53085.759,33499,,0.093475341796875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21020
4,295,53085.759,33500,0.10152435302734375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21021
5,295,53085.759999999995,33501,,0.0904998779296875,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21022
6,295,53085.76099999999,33502,0.09824371337890625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21023
7,295,53085.76099999999,33503,,0.09168243408203125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21024
0,295,53085.761999999995,33504,0.09564971923828125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21025
1,295,53085.76299999999,33505,,0.10125732421875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21026
2,295,53085.76299999999,33506,0.0915679931640625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21027
3,295,53085.763999999996,33507,,0.0987396240234375,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21028
4,295,53085.763999999996,33508,0.08718109130859375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21029
5,295,53085.76499999999,33509,,0.09618377685546875,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21030
6,295,53085.765999999996,33510,0.10251617431640625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21031
7,295,53085.765999999996,33511,,0.0908050537109375,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21032
0,295,53085.76699999999,33512,0.100341796875,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21033
1,295,53085.768,33513,,0.0826416015625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21034
2,295,53085.768,33514,0.09961700439453125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21035
3,295,53085.76899999999,33515,,0.0991973876953125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21036
4,295,53085.76899999999,33516,0.0904998779296875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21037
5,295,53085.77,33517,,0.099884033203125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21038
6,295,53085.77099999999,33518,0.08721923828125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21039
7,295,53085.77099999999,33519,,0.098052978515625,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21040
0,295,53085.772,33520,0.0987396240234375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21041
1,295,53085.772999999994,33521,,0.0962982177734375,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21042
2,295,53085.772999999994,33522,0.1004180908203125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21043
3,295,53085.774,33523,,0.0883636474609375,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21044
4,295,53085.774,33524,0.099273681640625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21045
5,295,53085.774999999994,33525,,0.09267425537109375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21046
6,295,53085.776,33526,0.0958404541015625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21047
7,295,53085.776,33527,,0.09931182861328125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21048
0,295,53085.776999999995,33528,0.09313201904296875,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21049
1,295,53085.778,33529,,0.0990447998046875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21050
2,295,53085.778,33530,0.0882110595703125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21051
3,295,53085.778999999995,33531,,0.09534454345703125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21052
4,295,53085.778999999995,33532,0.10305023193359375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21053
5,295,53085.78,33533,,0.09244537353515625,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21054
6,295,53085.780999999995,33534,0.09969329833984375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21055
7,295,53085.780999999995,33535,,0.08763885498046875,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21056
0,295,53085.782,33536,0.10007476806640625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21057
1,295,53085.782999999996,33537,,0.0998077392578125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21058
2,295,53085.782999999996,33538,0.0920257568359375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21059
3,295,53085.784,33539,,0.10205841064453125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21060
4,295,53085.784,33540,0.08992767333984375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21061
5,295,53085.784999999996,33541,,0.09488677978515625,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21062
6,295,53085.786,33542,0.09992218017578125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21063
7,295,53085.786,33543,,0.09023284912109375,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21064
0,295,53085.787,33544,0.10175323486328125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21065
1,295,53085.788,33545,,0.087677001953125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21066
2,295,53085.788,33546,0.09881591796875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21067
3,295,53085.789,33547,,0.0941619873046875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21068
4,295,53085.789,33548,0.095001220703125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21069
5,295,53085.78999999999,33549,,0.10022735595703125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21070
6,295,53085.79099999999,33550,0.09137725830078125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21071
7,295,53085.79099999999,33551,,0.0991973876953125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21072
0,295,53085.791999999994,33552,0.0911865234375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21073
1,295,53085.79299999999,33553,,0.09374237060546875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21074
2,295,53085.79299999999,33554,0.10236358642578125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21075
3,295,53085.793999999994,33555,,0.09015655517578125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21076
4,295,53085.793999999994,33556,0.09999847412109375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21077
5,295,53085.79499999999,33557,,0.08817291259765625,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21078
6,295,53085.795999999995,33558,0.0958404541015625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21079
7,295,53085.795999999995,33559,,0.10030364990234375,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21080
0,295,53085.79699999999,33560,0.08985137939453125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21081
1,295,53085.797999999995,33561,,0.1004180908203125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21082
2,295,53085.797999999995,33562,0.0848541259765625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21083
3,295,53085.79899999999,33563,,0.096221923828125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21084
4,295,53085.79899999999,33564,0.1010284423828125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21085
5,295,53085.8,33565,,0.093780517578125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21086
6,295,53085.801,33566,0.10022735595703125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21087
7,295,53085.801,33567,,0.087066650390625,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21088
0,295,53085.802,33568,0.09992218017578125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21089
1,295,53085.803,33569,,0.0961456298828125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21090
2,295,53085.803,33570,0.09511566162109375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21091
3,295,53085.804000000004,33571,,0.0991973876953125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21092
4,295,53085.804000000004,33572,0.08863067626953125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21093
5,295,53085.805,33573,,0.0975189208984375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21094
6,295,53085.806000000004,33574,0.0923309326171875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21095
7,295,53085.806000000004,33575,,0.09442901611328125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21096
0,295,53085.807,33576,0.10160064697265625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21097
1,295,53085.808000000005,33577,,0.09160614013671875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21098
2,295,53085.808000000005,33578,0.09969329833984375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21099
3,295,53085.809,33579,,0.089508056640625,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21100
4,295,53085.809,33580,0.09183502197265625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21101
5,295,53085.810000000005,33581,,0.098968505859375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21102
6,295,53085.811,33582,0.09420013427734375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21103
7,295,53085.811,33583,,0.09942626953125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21104
0,295,53085.812000000005,33584,0.09423828125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21105
1,295,53085.813,33585,,0.0952301025390625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21106
2,295,53085.813,33586,0.1002655029296875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21107
3,295,53085.814000000006,33587,,0.09229278564453125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21108
4,295,53085.814000000006,33588,0.10167694091796875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21109
5,295,53085.815,33589,,0.086456298828125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21110
6,295,53085.816000000006,33590,0.09923553466796875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21111
7,295,53085.816000000006,33591,,0.09824371337890625,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21112
0,295,53085.817,33592,0.09435272216796875,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21113
1,295,53085.81800000001,33593,,0.10125732421875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21114
2,295,53085.81800000001,33594,0.08657073974609375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21115
3,295,53085.819,33595,,0.09824371337890625,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21116
4,295,53085.819,33596,0.09503936767578125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21117
5,295,53085.82,33597,,0.0950775146484375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21118
6,295,53085.820999999996,33598,0.09984588623046875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21119
7,295,53085.820999999996,33599,,0.09137725830078125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21120
0,295,53085.822,33600,0.101409912109375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21121
1,295,53085.823,33601,,0.08863067626953125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21122
2,295,53085.823,33602,0.0966033935546875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21123
3,295,53085.824,33603,,0.10022735595703125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21124
4,295,53085.824,33604,0.0911102294921875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21125
5,295,53085.825,33605,,0.09877777099609375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21126
6,295,53085.826,33606,0.08702850341796875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21127
7,295,53085.826,33607,,0.093780517578125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21128
0,295,53085.827,33608,0.10068511962890625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21129
1,295,53085.828,33609,,0.091339111328125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21130
2,295,53085.828,33610,0.10045623779296875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21131
3,295,53085.829,33611,,0.08557891845703125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21132
4,295,53085.829,33612,0.09717559814453125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21133
5,295,53085.83,33613,,0.1004180908203125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21134
6,295,53085.831,33614,0.09259796142578125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21135
7,295,53085.831,33615,,0.09954071044921875,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21136
0,295,53085.832,33616,0.0874481201171875,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,21137
1,295,53085.833,33617,,0.09770965576171875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,21138
2,295,53085.833,33618,0.09488677978515625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,21139
3,295,53085.834,33619,,0.09351348876953125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,21140
4,295,53085.834,33620,0.10182952880859375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,21141
5,295,53085.835,33621,,0.08840179443359375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,21142
6,295,53085.836,33622,0.09961700439453125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,21143
7,295,53085.836,33623,,0.09046173095703125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,21144
