,GSE Day,GSE Time,TLM frame counter,"Pc,rde","Pc,pde","a_x,ci","a_y,ci","a_z,ci","omg_x,ci","omg_y,ci","omg_z,ci",DES loop counter
5,295,53078.26499999999,21509,,0.097747802734375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9030
6,295,53078.265999999996,21510,0.09397125244140625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9031
7,295,53078.265999999996,21511,,0.093017578125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9032
0,295,53078.26699999999,21512,0.10030364990234375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9033
1,295,53078.268,21513,,0.09091949462890625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9034
2,295,53078.268,21514,0.09976959228515625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9035
3,295,53078.26899999999,21515,,0.08954620361328125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9036
4,295,53078.26899999999,21516,0.09717559814453125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9037
5,295,53078.27,21517,,0.09999847412109375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9038
6,295,53078.27099999999,21518,0.08931732177734375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9039
7,295,53078.27099999999,21519,,0.0998077392578125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9040
0,295,53078.272,21520,0.08443450927734375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9041
1,295,53078.272999999994,21521,,0.0964508056640625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9042
2,295,53078.272999999994,21522,0.10167694091796875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9043
3,295,53078.274,21523,,0.0883636474609375,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9044
4,295,53078.274,21524,0.100494384765625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9045
5,295,53078.274999999994,21525,,0.08504486083984375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9046
6,295,53078.276,21526,0.09687042236328125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9047
7,295,53078.276,21527,,0.09816741943359375,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9048
0,295,53078.276999999995,21528,0.0932464599609375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9049
1,295,53078.278,21529,,0.10099029541015625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9050
2,295,53078.278,21530,0.09015655517578125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9051
3,295,53078.278999999995,21531,,0.09656524658203125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9052
4,295,53078.278999999995,21532,0.09496307373046875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9053
5,295,53078.28,21533,,0.093170166015625,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9054
6,295,53078.280999999995,21534,0.102020263671875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9055
7,295,53078.280999999995,21535,,0.08306121826171875,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9056
0,295,53078.287,21544,0.10060882568359375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9065
1,295,53078.288,21545,,0.093017578125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9066
2,295,53078.288,21546,0.09912109375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9067
3,295,53078.289,21547,,0.08687591552734375,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9068
4,295,53078.289,21548,0.09698486328125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9069
5,295,53078.28999999999,21549,,0.0999603271484375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9070
6,295,53078.29099999999,21550,0.09328460693359375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9071
7,295,53078.29099999999,21551,,0.09961700439453125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9072
0,295,53078.291999999994,21552,0.08405303955078125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9073
1,295,53078.29299999999,21553,,0.0982818603515625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9074
2,295,53078.29299999999,21554,0.10106658935546875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9075
3,295,53078.293999999994,21555,,0.09404754638671875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9076
4,295,53078.293999999994,21556,0.1013336181640625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9077
5,295,53078.29499999999,21557,,0.08626556396484375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9078
6,295,53078.295999999995,21558,0.0998077392578125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9079
7,295,53078.295999999995,21559,,0.09275054931640625,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9080
0,295,53078.29699999999,21560,0.09488677978515625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9081
1,295,53078.297999999995,21561,,0.10121917724609375,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9082
2,295,53078.297999999995,21562,0.09244537353515625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9083
3,295,53078.29899999999,21563,,0.09942626953125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9084
4,295,53078.29899999999,21564,0.09496307373046875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9085
5,295,53078.3,21565,,0.0960693359375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9086
6,295,53078.301,21566,0.10221099853515625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9087
7,295,53078.301,21567,,0.09183502197265625,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9088
0,295,53078.302,21568,0.100494384765625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9089
1,295,53078.303,21569,,0.08710479736328125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9090
2,295,53078.303,21570,0.09633636474609375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9091
3,295,53078.304000000004,21571,,0.100799560546875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9092
4,295,53078.304000000004,21572,0.0930938720703125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9093
5,295,53078.305,21573,,0.100189208984375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9094
6,295,53078.306000000004,21574,0.0862274169921875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9095
7,295,53078.306000000004,21575,,0.09931182861328125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9096
0,295,53078.307,21576,0.10030364990234375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9097
1,295,53078.308000000005,21577,,0.0932464599609375,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9098
2,295,53078.308000000005,21578,0.10186767578125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9099
3,295,53078.309,21579,,0.08649444580078125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9100
4,295,53078.309,21580,0.09992218017578125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9101
5,295,53078.310000000005,21581,,0.0953826904296875,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9102
6,295,53078.311,21582,0.096527099609375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9103
7,295,53078.311,21583,,0.10003662109375,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9104
0,295,53078.312000000005,21584,0.09152984619140625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9105
1,295,53078.313,21585,,0.09809112548828125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9106
2,295,53078.313,21586,0.0950775146484375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9107
3,295,53078.314000000006,21587,,0.0941619873046875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9108
4,295,53078.314000000006,21588,0.10144805908203125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9109
5,295,53078.315,21589,,0.0888214111328125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9110
6,295,53078.316000000006,21590,0.10129547119140625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9111
7,295,53078.316000000006,21591,,0.08535003662109375,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9112
0,295,53078.317,21592,0.09610748291015625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9113
1,295,53078.31800000001,21593,,0.10076141357421875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9114
2,295,53078.31800000001,21594,0.09183502197265625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9115
3,295,53078.319,21595,,0.09862518310546875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9116
4,295,53078.319,21596,0.0863800048828125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9117
5,295,53078.32,21597,,0.09458160400390625,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9118
6,295,53078.320999999996,21598,0.0999603271484375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9119
7,295,53078.320999999996,21599,,0.0917205810546875,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9120
0,295,53078.322,21600,0.1007232666015625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9121
1,295,53078.323,21601,,0.08817291259765625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9122
2,295,53078.323,21602,0.09801483154296875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9123
3,295,53078.324,21603,,0.09725189208984375,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9124
4,295,53078.324,21604,0.09175872802734375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9125
5,295,53078.325,21605,,0.10060882568359375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9126
6,295,53078.326,21606,0.08657073974609375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9127
7,295,53078.326,21607,,0.09759521484375,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9128
0,295,53078.327,21608,0.089508056640625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9129
1,295,53078.328,21609,,0.09633636474609375,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9130
2,295,53078.328,21610,0.10106658935546875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9131
3,295,53078.329,21611,,0.094085693359375,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9132
4,295,53078.329,21612,0.0988922119140625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9133
5,295,53078.33,21613,,0.09206390380859375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9134
6,295,53078.331,21614,0.09515380859375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9135
7,295,53078.331,21615,,0.1008758544921875,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9136
0,295,53078.332,21616,0.09336090087890625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9137
1,295,53078.333,21617,,0.0982818603515625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9138
2,295,53078.333,21618,0.08893585205078125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9139
3,295,53078.334,21619,,0.09511566162109375,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9140
4,295,53078.334,21620,0.10190582275390625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9141
5,295,53078.335,21621,,0.09412384033203125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9142
6,295,53078.336,21622,0.09984588623046875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9143
7,295,53078.336,21623,,0.08588409423828125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9144
0,295,53078.337,21624,0.0969085693359375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9145
1,295,53078.338,21625,,0.0982818603515625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9146
2,295,53078.338,21626,0.092864990234375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9147
3,295,53078.339,21627,,0.09961700439453125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9148
4,295,53078.339,21628,0.08824920654296875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9149
5,295,53078.340000000004,21629,,0.09557342529296875,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9150
6,295,53078.341,21630,0.09679412841796875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9151
7,295,53078.341,21631,,0.0898895263671875,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9152
0,295,53078.342000000004,21632,0.10198211669921875,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9153
1,295,53078.343,21633,,0.0885162353515625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9154
2,295,53078.343,21634,0.1004180908203125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9155
3,295,53078.344000000005,21635,,0.09175872802734375,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9156
4,295,53078.344000000005,21636,0.09381866455078125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9157
5,295,53078.345,21637,,0.10045623779296875,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9158
6,295,53078.346000000005,21638,0.0909576416015625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9159
7,295,53078.346000000005,21639,,0.09885406494140625,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9160
0,295,53078.347,21640,0.08893585205078125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9161
1,295,53078.348000000005,21641,,0.0930938720703125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9162
2,295,53078.348000000005,21642,0.10182952880859375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9163
3,295,53078.349,21643,,0.08946990966796875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9164
4,295,53078.349,21644,0.10167694091796875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9165
5,295,53078.350000000006,21645,,0.08599853515625,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9166
6,295,53078.351,21646,0.09946441650390625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9167
7,295,53078.351,21647,,0.100341796875,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9168
0,295,53078.352000000006,21648,0.0923309326171875,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9169
1,295,53078.353,21649,,0.10125732421875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9170
2,295,53078.353,21650,0.08473968505859375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9171
3,295,53078.35400000001,21651,,0.09587860107421875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9172
4,295,53078.35400000001,21652,0.096832275390625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9173
5,295,53078.355,21653,,0.0920257568359375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9174
6,295,53078.35600000001,21654,0.101104736328125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9175
7,295,53078.35600000001,21655,,0.08687591552734375,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9176
0,295,53078.357,21656,0.0993499755859375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9177
1,295,53078.35800000001,21657,,0.09496307373046875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9178
2,295,53078.35800000001,21658,0.09381866455078125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9179
3,295,53078.359000000004,21659,,0.10076141357421875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9180
4,295,53078.359000000004,21660,0.09114837646484375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9181
5,295,53078.36,21661,,0.097442626953125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9182
6,295,53078.361,21662,0.09038543701171875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9183
7,295,53078.361,21663,,0.095001220703125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9184
0,295,53078.362,21664,0.10182952880859375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9185
1,295,53078.363,21665,,0.0924072265625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9186
2,295,53078.363,21666,0.10076141357421875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9187
3,295,53078.364,21667,,0.08565521240234375,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9188
4,295,53078.364,21668,0.097137451171875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9189
5,295,53078.365,21669,,0.10003662109375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9190
6,295,53078.366,21670,0.09358978271484375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9191
7,295,53078.366,21671,,0.09854888916015625,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9192
0,295,53078.367,21672,0.08519744873046875,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9193
1,295,53078.368,21673,,0.09709930419921875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9194
2,295,53078.368,21674,0.097442626953125,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9195
3,295,53078.369,21675,,0.09900665283203125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9196
4,295,53078.369,21676,0.0999603271484375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9197
5,295,53078.37,21677,,0.08939361572265625,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9198
6,295,53078.371,21678,0.0985107421875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9199
7,295,53078.371,21679,,0.09587860107421875,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9200
0,295,53078.372,21680,0.0923309326171875,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9201
1,295,53078.373,21681,,0.09976959228515625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9202
2,295,53078.373,21682,0.08847808837890625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9203
3,295,53078.374,21683,,0.09870147705078125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9204
4,295,53078.374,21684,0.0932464599609375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9205
5,295,53078.375,21685,,0.09503936767578125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9206
6,295,53078.376000000004,21686,0.102325439453125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9207
7,295,53078.376000000004,21687,,0.0923309326171875,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9208
0,295,53078.377,21688,0.09885406494140625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9209
1,295,53078.378000000004,21689,,0.08935546875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9210
2,295,53078.378000000004,21690,0.09515380859375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9211
3,295,53078.379,21691,,0.09984588623046875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9212
4,295,53078.379,21692,0.09252166748046875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9213
5,295,53078.380000000005,21693,,0.100799560546875,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9214
6,295,53078.381,21694,0.09168243408203125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9215
7,295,53078.381,21695,,0.09336090087890625,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9216
0,295,53078.382000000005,21696,0.09923553466796875,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9217
1,295,53078.383,21697,,0.09412384033203125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9218
2,295,53078.383,21698,0.10106658935546875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9219
3,295,53078.384000000005,21699,,0.08519744873046875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9220
4,295,53078.384000000005,21700,0.09755706787109375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9221
5,295,53078.385,21701,,0.0987396240234375,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9222
6,295,53078.386000000006,21702,0.09328460693359375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9223
7,295,53078.386000000006,21703,,0.0998077392578125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9224
0,295,53078.387,21704,0.08878326416015625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9225
1,295,53078.388000000006,21705,,0.0995025634765625,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9226
2,295,53078.388000000006,21706,0.0953826904296875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9227
3,295,53078.389,21707,,0.0961456298828125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9228
4,295,53078.389,21708,0.10343170166015625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9229
5,295,53078.39,21709,,0.08893585205078125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9230
6,295,53078.390999999996,21710,0.100494384765625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9231
7,295,53078.390999999996,21711,,0.09084320068359375,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9232
0,295,53078.392,21712,0.09786224365234375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9233
1,295,53078.393,21713,,0.10106658935546875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9234
2,295,53078.393,21714,0.09313201904296875,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9235
3,295,53078.394,21715,,0.09732818603515625,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9236
4,295,53078.394,21716,0.09137725830078125,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9237
5,295,53078.395,21717,,0.09069061279296875,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9238
6,295,53078.396,21718,0.10251617431640625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9239
7,295,53078.396,21719,,0.09175872802734375,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9240
0,295,53078.397,21720,0.101104736328125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9241
1,295,53078.398,21721,,0.0831756591796875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9242
2,295,53078.398,21722,0.0969085693359375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9243
3,295,53078.399,21723,,0.100341796875,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9244
4,295,53078.399,21724,0.09275054931640625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9245
5,295,53078.4,21725,,0.0996551513671875,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9246
6,295,53078.401,21726,0.08599853515625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9247
7,295,53078.401,21727,,0.09778594970703125,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9248
0,295,53078.402,21728,0.0975189208984375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9249
1,295,53078.403,21729,,0.09595489501953125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9250
2,295,53078.403,21730,0.1025543212890625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9251
3,295,53078.404,21731,,0.08447265625,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9252
4,295,53078.404,21732,0.0990447998046875,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9253
5,295,53078.405,21733,,0.09069061279296875,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9254
6,295,53078.406,21734,0.0953826904296875,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9255
7,295,53078.406,21735,,0.0999603271484375,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9256
0,295,53078.407,21736,0.0900421142578125,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9257
1,295,53078.408,21737,,0.09923553466796875,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9258
2,295,53078.408,21738,0.087066650390625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9259
3,295,53078.409,21739,,0.09564971923828125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9260
4,295,53078.409,21740,0.10251617431640625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9261
5,295,53078.41,21741,,0.0936279296875,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9262
6,295,53078.411,21742,0.09885406494140625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9263
7,295,53078.411,21743,,0.08573150634765625,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9264
0,295,53078.417,21752,0.1024017333984375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9273
1,295,53078.418000000005,21753,,0.08710479736328125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9274
2,295,53078.418000000005,21754,0.100494384765625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9275
3,295,53078.419,21755,,0.0926361083984375,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9276
4,295,53078.419,21756,0.09572601318359375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9277
5,295,53078.42,21757,,0.1007232666015625,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9278
6,295,53078.420999999995,21758,0.087982177734375,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9279
7,295,53078.420999999995,21759,,0.0981292724609375,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9280
0,295,53078.422,21760,0.0915679931640625,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9281
1,295,53078.422999999995,21761,,0.08966064453125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9282
2,295,53078.422999999995,21762,0.1011810302734375,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9283
3,295,53078.424,21763,,0.09290313720703125,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9284
4,295,53078.424,21764,0.10030364990234375,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9285
5,295,53078.424999999996,21765,,0.086151123046875,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9286
6,295,53078.426,21766,0.0976715087890625,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9287
7,295,53078.426,21767,,0.1007232666015625,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9288
0,295,53078.426999999996,21768,0.095306396484375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9289
1,295,53078.428,21769,,0.0993499755859375,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9290
2,295,53078.428,21770,0.0875244140625,,0.0,28688.0,28688.0,28688.0,28688.0,28688.0,9291
3,295,53078.429,21771,,0.09641265869140625,0.0,12816.0,12816.0,12816.0,12816.0,12816.0,9292
4,295,53078.429,21772,0.0988922119140625,,0.0,38160.0,38160.0,38160.0,38160.0,38160.0,9293
5,295,53078.43,21773,,0.09290313720703125,0.0,22288.0,22288.0,22288.0,22288.0,22288.0,9294
6,295,53078.431,21774,0.1016387939453125,,0.0,8208.0,8208.0,8208.0,8208.0,8208.0,9295
7,295,53078.431,21775,,0.08733367919921875,0.0,33296.0,33296.0,33296.0,33296.0,33296.0,9296
0,295,53078.432,21776,0.0999603271484375,,0.0,17680.0,17680.0,17680.0,17680.0,17680.0,9297
1,295,53078.433,21777,,0.09423828125,0.0,1808.0,1808.0,1808.0,1808.0,1808.0,9298
